"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Oncidium oblongatum","Oncidium","oblongatum","Lindl.","Honduras","Cortés","","Lake Yojoa. Fl in cult.",14.871908,-88.018096,"","Terrestrial"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","Lake Yojoa. Fl. In cult.",14.871908,-88.018096,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","Fl in cult. Lake Yajoa.",14.874231,-88.011229,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","Fl. In cult. Lake Yojao.",14.874231,-88.011229,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","From Lake Yajoa.",14.874231,-88.011229,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","Lake Xotoa",14.874231,-88.011229,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","San Pedro Sula","San Pedro Sula",15.51581667,-87.99728889,"80","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Cortés","","Vicinity of Lake Yojoa.",14.895557,-87.975769,"","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Comayagua","","Las Jaguas",14.79929444,-87.97468333,"-9999","Epiphyte"
"Barkeria obovata","Barkeria","obovata","(C.Presl) Christenson","Honduras","Olancho","","Montaña de Las Parras",15.13124722,-86.62081111,"1400","Epiphyte"
"Cyrtochiloides ochmatochila","Cyrtochiloides","ochmatochila","Rchb. fil.","Honduras","Olancho","","Esquipulas del Norte",15.25054722,-86.58753889,"1180","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Gracias a Dios","","Rio Platano",15.503741,-84.754651,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Gracias a Dios","","Rio Platano",15.503741,-84.754651,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Gracias a Dios","","Rio Platano",15.503741,-84.754651,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Lempira","Gracias","Near Gracias. Montaña de Celaque. In pine-liquidambar forest beside trail near basecamp and end of unsealed road from Gracias. ",14.55888,-88.64361,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","Lempira","","Lempira",14.561672,-88.641977,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Yoro",""," 2500 feet J. B. Edwards 483 1933-8-9 ",15.01996389,-87.46959722,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","Siguatepeque","Vicinity of Siguatepeque ",14.58333,-87.85,"1080 - 1400 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","Siguatepeque","Coconita Pass",14.56136111,-87.81636111,"1550","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Francisco Morazán","Tegucigalpa","",14.05277778,-87.15675,"1212","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1450","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Atlántida","","Near Lancetilla",15.741774,-87.456872,"46","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Colón","Col¢n","1.8 mi strip on the north bank of rio Guaimoreto between oldýbridge and opening of Laguna Guaimoreto, 4.5 mi NE of Trujillo onýold road to Castilla",15.951554,-85.914083,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Cortés","","Finca Fe.",14.949084,-88.037549,"670","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Cortés","","Finca Fe.",14.949084,-88.037549,"670","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Cortés","Cafetal","Lake Llojoa. Flowered in cultivation.",14.874231,-88.011229,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","Siguatepeque","Plains near Siguatepeque, June to August 1936                  ",14.58333,-87.85,"1050 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","Jicarito",14.32173333,-87.52226111,"606","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Choluteca","","El Jicarito",13.25788056,-87.43793611,"1000","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","Minas de Oro","Minas de Oro",14.78739722,-87.35578889,"1113","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","Minas de Oro, 62 km NE de Comayagua. Bosque húmedo subtropical",14.8,-87.35,"1113 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","Las Limas",14.683333,-87.316667,"3000 f","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","La Fuente",15.73693333,-87.18488333,"-9999","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","Francisco Morazán","","in Molinas garden Campus of EAP El Zamorano",14.017914,-86.998998,"800","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","El Paraíso","Yuscarán","Ciudad de Yuscarán, alrededores quebrada del Oro ",13.93972,-86.84027,"1200 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","El Paraíso","","Alrrededores quebrada del oro.",13.964643,-86.827452,"1200","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Francisco Morazán","Moraz n","Quebrada de Los Miados 4 Kms de Guaimaca.",14.549324,-86.827379,"800","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","El Paraíso","Morocelí","Quebrada El Cajocote (conocida también como El Terrero), +- 8.7 km al N de Morocelí, por el camino a Mata de Plátano.",14.126211,-86.821698,"680","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","El Paraíso","Morocelí","Quebrada Grande, +- 2 km N de Morocelí.",14.126211,-86.821698,"740","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","El Paraíso","Morocelí","Quebrada Güisisire +- 7 km al N de Morocelí, por el camino a Mata de Plátano.",14.126211,-86.821698,"830","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras (HN)","El Paraíso","Morocelí","Quebrada El Cajocote (conocida también como El Terrero), ±5.6 km al N de Morocelí, por el camino a Mata de Plátano",14.126211,-86.821698,"800","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) Dressler","Honduras","Olancho","La Union","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1200","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Olancho","Catacamas","Parque Nacional de Agalta",14.95513333,-85.95206111,"1300","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Olancho","Catacamas","Dry oak-pine forest on edge of guamil. Agalta National Park, 19 km NNW of Catacamas. ",15.0166667,-85.9166667,"1300 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Olancho","Catacamas","Escuela Nacional de Agricultura",14.82819444,-85.849675,"355","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua",""," Siguatepeque J. B. Edwards 256 1932-9-24 ",14.60773611,-87.88429722,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","",14.78849722,-87.73314722,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","(San Juanillo) Dense cloud forest of the Cordillera de Montecillos biological Reserve. The plant flowered in garden in Siguatepeque November 26, 1992 from a plant collected at 2000 m from a fallen branch. Probably a new species for Honduras.",14.5,-88.88333,"2000 m","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Comayagua","","San Juanillo",14.48287778,-87.88563889,"2000","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Cortés",""," Cortés El Jaral",14.93844722,-88.02282222,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","(Lindl.) W.E.Higgins","Honduras","Cortés","San Francisco de Yojoa","Rio Lindo",15.05327778,-87.98136111,"630","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Santa Bárbara","","Lake Yojoa",14.83216111,-87.95926389,"630","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","comayagua",""," Comayagua Siguatepeque J. B. Edwards 274 ",14.6133,-87.86852222,"","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Comayagua","Villa de San Antonio","Villa de San Antonio",14.33291667,-87.61255556,"600","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01008611,-87.00896944,"800","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Francisco Morazán","","El Pedregal",14.23433333,-86.98461111,"850","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","El Paraíso","","Rio California",14.10606111,-86.88980833,"900","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Olancho","Juticalpa","Juticalpa",14.651825,-86.21661944,"390","Epiphyte"
"Prosthechea ochracea","Prosthechea","ochracea","Lindl.","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 222 1932-8-10 ",14.79042778,-87.98219167,"","Epiphyte"
"Epidendrum octomerioides","Epidendrum","octomerioides","Schltr.","Honduras"," Cortés ",""," 2000 feet J. B. Edwards 515 1933-8 ",14.99796389,-87.89743333,"","Epiphyte"
"Epidendrum octomerioides","Epidendrum","octomerioides","Schltr.","Honduras"," Cortés ",""," 2000 feet J. B. Edwards 515 1933-8 ",14.99796389,-87.89743333,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","La Paz","","Sabanetas",14.089925,-88.04810833,"2100","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","La Paz","","Montana Verde",14.12934722,-88.04422222,"2100","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua","Siguatepeque","Pito Solo",14.78426944,-87.9775,"0","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua","Taulabé","Pito Solo, Lake Yojoa ",14.79666,-87.64083,"2000 f","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Olancho","La Union","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1200","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua",""," Lake Yojoa",14.79042778,-87.98219167,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","A 11 km al E de El Zamorano, camino a Danlí. Veg. bosque de pino ",14.0294445,-86.9355555,"820 m","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Atlántida","Tela","Lancetilla Valley near Tela ",15.73333,-87.45027,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 227 1932-8-13 ",14.79042778,-87.98219167,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua","","",14.75734444,-87.59313611,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Yoro",""," headwaters of Rio Lindo P. H. Allen 3981 1947-1-12 ",14.97419167,-88.03415556,"","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Peña Blanca, headwaters of Río Lindo [on orginal label as Dept. Yoro] ",14.96888,-88.03027,"300 m","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Comayagua","","",14.49102778,-87.66675,"606","Epiphyte"
"Stanhopea oculata","Stanhopea","oculata","(Lodd.) Lindl.","Honduras","Atlántida","Tela","San Alejo, at base of hills south of San Alejo near Ri|o San Alejo ",15.68111,-87.55805,"150 - 270 m","Epiphyte"
"Habenaria odontopetala","Habenaria","odontopetala","Rchb.fil.","Honduras","Atlántida","Tela","San Alejo",15.73055556,-87.53015278,"150","Terrestrial"
"Habenaria odontopetala","Habenaria","odontopetala","Rchb.fil.","Honduras","Atlántida","","in dense forest above Lancetilla",15.741774,-87.456872,"91","Terrestrial"
"Habenaria odontopetala","Habenaria","odontopetala","Rchb.fil.","Honduras","Atlántida","Tela","Jardin Botanico Lancetilla",15.73598056,-87.45518611,"200","Terrestrial"
"Corallorhiza odontorhiza","Corallorhiza","odontorhiza","(Willd.) Nutt.","Honduras","Atlántida","Tela","Lancetilla Valley near Tela ",15.73333,-87.45027,"","Terrestrial"
"Corallorhiza odontorhiza","Corallorhiza","odontorhiza","(Willd.) Nutt.","Honduras","Atlántida","La Ceiba","Quebrada Grande",15.50183333,-87.23158333,"80","Terrestrial"
"Corallorhiza odontorhiza","Corallorhiza","odontorhiza","(Willd.) Nutt.","Honduras","Atlántida","","Campamento Quebrada Grande ca. 10 km south west of La Ceiba. At base of north slope of Pico Bonito. Slope and ridge south of Quebrada Grande. Forest. ",15.7,-86.85,"80 - 200 m","Terrestrial"
"Corallorhiza odontorhiza","Corallorhiza","odontorhiza","(Willd.) Nutt.","Honduras","Atlántida","","Pico Bonito National Park: Río Bonito. Trail between CURLA camp building and first river camp. Primary tropical humid forest along the east side of the river. ",15.7,-86.84722,"110 m","Terrestrial"
"Vanilla odorata","Vanilla","odorata","C.Presl","Honduras","Atlántida","","Pico Bonito National Park: Rio Bonito; trail between CURLA camp building and first river camp.",15.701784,-86.791063,"110","Terrestrial"
"Vanilla odorata","Vanilla","odorata","C.Presl","Honduras","Cortés","","Cusuco",15.56333333,-88.30427778,"1550","Terrestrial"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras"," Cortés ","","",15.03678333,-87.99715556,"","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras"," Cortés ","","",15.03678333,-87.99715556,"","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez, Carnevali & Dressler","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 244 1932-9-6 ",14.79042778,-87.98219167,"","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez, Carnevali & Dressler","Honduras","Comayagua",""," Siguatepeque J. B. Edwards 275 1932-10-4 ",14.60773611,-87.88429722,"","Epiphyte"
"Lockhartia oerstedii","Lockhartia","oerstedii","Rchb.fil.","Honduras","Comayagua","","",14.42806389,-87.62954722,"1000","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Atlántida","Esparta","Esparta",15.72121944,-87.26305278,"100","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Francisco Morazán","Tegucigalpa","Residencial Maya",14.07193056,-87.16935278,"1000","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Olancho","","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1200","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","Rchb. fil.","Honduras","Olancho","Catacamas","Santa Maria del Real",14.82753056,-85.94075278,"900","Epiphyte"
"Lockhartia oerstedii","Lockhartia","oerstedii","Rchb.fil.","Honduras","Olancho","Catacamas","Santa Maria del Real",14.82753056,-85.94075278,"1000","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez & Carnevali","Honduras","Gracias a Dios","","MSBG; Rio Platano.",15.780084,-85.051524,"","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez, Carnevali & Dressler","Honduras","Gracias a Dios","","MSBG; Rio Platano.",15.780084,-85.051524,"","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez, Carnevali & Dressler","Honduras","Lempira","","Don Tómas Campsite",14.55801667,-88.65673333,"2245","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Cortés","","Montaña La Nieve",15.54186944,-88.29564722,"1200","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Cortés","","Montaña La Nieve",15.54186944,-88.29564722,"1200","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","comayagua","","near the summit of the range above El Achote, in cloud zone, above the plains of Siguatepeque",14.606383,-87.89374,"1800","Epiphyte"
"Epidendrum oerstedii","Epidendrum","oerstedii","Rchb.fil.","Honduras","Comayagua",""," Siguatepeque",14.60773611,-87.88429722,"","Epiphyte"
"Trichocentrum carthagenense","Trichocentrum","carthagenense","(Rchb. fil.) R. Jiménez & Carnevali","Honduras","Comayagua","Siguatepeque","El Achote",14.53337222,-87.88271111,"1182","Epiphyte"
"Lockhartia oerstedii","Lockhartia","oerstedii","Rchb.fil.","Honduras","Comayagua","Siguatepeque","Near the summit of the range above El Achote [Achiote], above the plains of Siguatepeque, June to August 1936 ",14.5,-87.86666,"1800 m","Epiphyte"
"Catasetum maculatum","Catasetum","maculatum","Rchb. fil.","Honduras","Atlántida","","San Jose de Texiguat",15.53038611,-87.33308611,"-9999","Epiphyte"
